49.441973,26.930557,Transport,Station,Grechani,
49.420496,26.961773,Transport,Station,RechoviiRynok,
49.416365,27.009684,Transport,Station,Khmelnytskyi,
49.398732,27.068445,Transport,Station,Rakove
49.416732,26.974409,Transport,Station,Kamyanetska,
49.426261,26.979895,Transport,Station,Center,
49.432028,27.025871,Transport,Station,Central,
49.402136,26.960944,Transport,Station,5,
49.406491,26.951115,Transport,Station,Depot,
